pitch,start,duration,beat_type,string,position,finger
64,89,0.5,4,2,1,1
62,90,0.5,4,1,1,4
61,91,0.5,4,1,1,3
76,92,0.5,4,3,1,4
77,93,0.5,4,4,1,1
79,94,0.5,4,4,1,2
69,95,0.5,4,2,1,4
79,96,0.5,4,4,1,2
77,97,0.5,4,4,1,1
76,98,0.5,4,3,1,4
77,99,0.5,4,4,1,1
76,100,0.5,4,3,1,4
74,101,0.5,4,3,1,3
64,102,0.5,4,2,1,1
62,103,0.5,4,1,1,4
60,104,0.5,4,1,1,3
59,105,0.5,4,1,1,2
57,106,0.5,4,1,1,1
56,107,0.5,4,1,1,1
71,108,0.5,4,3,1,1
72,109,0.5,4,3,1,2
74,110,0.5,4,3,1,3
64,111,0.5,4,2,1,1
74,112,0.5,4,3,1,3
72,113,0.5,4,3,1,2
71,114,0.5,4,3,1,1
72,115,0.5,4,3,1,2
71,116,0.5,4,3,1,1
69,117,0.5,4,2,1,4
71,118,0.5,4,3,1,1
72,119,0.5,4,3,1,2
77,120,0.5,4,4,1,1
76,121,0.5,4,3,1,4
74,122,0.5,4,3,1,3
72,123,0.5,4,3,1,2
71,124,0.5,4,3,1,1
69,125,0.5,4,2,1,4
67,126,0.5,4,2,1,3
69,127,0.5,4,2,1,4
71,128,0.5,4,3,1,1
76,129,0.5,4,3,1,4
74,130,0.5,4,3,1,3
72,131,0.5,4,3,1,2
71,132,0.5,4,3,1,1
69,133,0.5,4,2,1,4
67,134,0.5,4,2,1,3
65,135,0.5,4,2,1,2
67,136,0.5,4,2,1,3
69,137,0.5,4,2,1,4
62,138,0.5,4,1,1,4
72,139,0.5,4,3,1,2
71,140,0.5,4,3,1,1
69,141,0.5,4,2,1,4
68,142,0.5,4,2,1,3
66,143,0.5,4,2,1,2
64,144,0.5,4,2,1,1
66,145,0.5,4,2,1,2
68,146,0.5,4,2,1,3
69,147,0.5,4,2,1,4
71,148,0.5,4,3,1,1
72,149,0.5,4,3,1,2
74,150,0.5,4,3,1,3
76,151,0.5,4,3,1,4
77,152,0.5,4,4,1,1
76,153,0.5,4,3,1,4
74,154,0.5,4,3,1,3
72,155,0.5,4,3,1,2
71,156,0.5,4,3,1,1
69,157,0.5,4,2,1,4
80,158,0.5,4,4,1,2
81,159,0.5,4,4,1,3
83,160,0.5,4,4,1,4
81,161,0.5,4,4,1,3
80,162,0.5,4,4,1,2
78,163,0.5,4,4,1,1
76,164,0.5,4,3,1,4
74,165,0.5,4,3,1,3
72,166,0.5,4,3,1,2
74,167,0.5,4,3,1,3
76,168,0.5,4,3,1,4
77,169,0.5,4,4,1,1
81,170,0.5,4,4,1,3
71,171,0.5,4,3,1,1
72,172,0.5,4,3,1,2
74,173,0.5,4,3,1,3
76,174,0.5,4,3,1,4
79,175,0.5,4,4,1,2
69,176,0.5,4,2,1,4
71,177,0.5,4,3,1,1
72,178,0.5,4,3,1,2
74,179,0.5,4,3,1,3
77,180,0.5,4,4,1,1
67,181,0.5,4,2,1,3
69,182,0.5,4,2,1,4
71,183,0.5,4,3,1,1
72,184,0.5,4,3,1,2
76,185,0.5,4,3,1,4
65,186,0.5,4,2,1,2
67,187,0.5,4,2,1,3
69,188,0.5,4,2,1,4
71,189,0.5,4,3,1,1
74,190,0.5,4,3,1,3
64,191,0.5,4,2,1,1
66,192,0.5,4,2,1,2
68,193,0.5,4,2,1,3
69,194,0.5,4,2,1,4
72,195,0.5,4,3,1,2
62,196,0.5,4,1,1,4
61,197,0.5,4,1,1,3
62,198,0.5,4,1,1,4
65,199,0.5,4,2,1,2
70,200,0.5,4,3,1,1
72,201,0.5,4,3,1,2
74,202,0.5,4,3,1,3
70,203,0.5,4,3,1,1
65,204,0.5,4,2,1,2
64,205,0.5,4,2,1,1
65,206,0.5,4,2,1,2
70,207,0.5,4,3,1,1
74,208,0.5,4,3,1,3
76,209,0.5,4,3,1,4
77,210,0.5,4,4,1,1
74,211,0.5,4,3,1,3
70,212,0.5,4,3,1,1
69,213,0.5,4,2,1,4
70,214,0.5,4,3,1,1
74,215,0.5,4,3,1,3
77,216,0.5,4,4,1,1
79,217,0.5,4,4,1,2
81,218,0.5,4,4,1,3
82,219,0.5,4,4,1,3
81,220,0.5,4,4,1,3
80,221,0.5,4,4,1,2
83,222,0.5,4,4,1,4
81,223,0.5,4,4,1,3
80,224,0.5,4,4,1,2
77,225,0.5,4,4,1,1
76,226,0.5,4,3,1,4
74,227,0.5,4,3,1,3
77,228,0.5,4,4,1,1
76,229,0.5,4,3,1,4
74,230,0.5,4,3,1,3
71,231,0.5,4,3,1,1
69,232,0.5,4,2,1,4
68,233,0.5,4,2,1,3
71,234,0.5,4,3,1,1
76,235,0.5,4,3,1,4
80,236,0.5,4,4,1,2
83,237,0.5,4,4,1,4
76,238,0.5,4,3,1,4
86,239,0.5,4,4,3,4
84,240,0.5,4,4,3,3
83,241,0.5,4,4,1,4
84,242,0.5,4,4,2,4
83,243,0.5,4,4,1,4
81,244,0.5,4,4,1,3
80,245,0.5,4,4,1,2
81,246,0.5,4,4,1,3
72,247,0.5,4,3,1,2
74,248,0.5,4,3,1,3
76,249,0.5,4,3,1,4
74,250,0.5,4,3,1,3
72,251,0.5,4,3,1,2
71,252,0.5,4,3,1,1
69,253,0.5,4,2,1,4
71,254,0.5,4,3,1,1
73,255,0.5,4,3,1,2
74,256,0.5,4,3,1,3
76,257,0.5,4,3,1,4
67,258,0.5,4,2,1,3
65,259,0.5,4,2,1,2
62,260,0.5,4,1,1,4
65,261,0.5,4,2,1,2
69,262,0.5,4,2,1,4
74,263,0.5,4,3,1,3
77,264,0.5,4,4,1,1
80,265,0.5,4,4,1,2
62,266,0.5,4,1,1,4
81,267,0.5,4,4,1,3
64,268,0.5,4,2,1,1
76,269,0.5,4,3,1,4
77,270,0.5,4,4,1,1
76,271,0.5,4,3,1,4
74,272,0.5,4,3,1,3
73,273,0.5,4,3,1,2
71,274,0.5,4,3,1,1
69,275,0.5,4,2,1,4
67,276,0.5,4,2,1,3
69,277,0.5,4,2,1,4
70,278,0.5,4,3,1,1
69,279,0.5,4,2,1,4
67,280,0.5,4,2,1,3
65,281,0.5,4,2,1,2
64,282,0.5,4,2,1,1
65,283,0.5,4,2,1,2
67,284,0.5,4,2,1,3
65,285,0.5,4,2,1,2
64,286,0.5,4,2,1,1
62,287,0.5,4,1,1,4
77,288,0.5,4,4,1,1
69,289,0.5,4,2,1,4
70,290,0.5,4,3,1,1
62,291,0.5,4,1,1,4
60,292,0.5,4,1,1,3
67,293,0.5,4,2,1,3
70,294,0.5,4,3,1,1
75,295,0.5,4,3,1,3
69,296,0.5,4,2,1,4
72,297,0.5,4,3,1,2
77,298,0.5,4,4,1,1
75,299,0.5,4,3,1,3
74,300,0.5,4,3,1,3
69,301,0.5,4,2,1,4
70,302,0.5,4,3,1,1
74,303,0.5,4,3,1,3
63,304,0.5,4,2,1,1
67,305,0.5,4,2,1,3
69,306,0.5,4,2,1,4
71,307,0.5,4,3,1,1
72,308,0.5,4,3,1,2
74,309,0.5,4,3,1,3
75,310,0.5,4,3,1,3
72,311,0.5,4,3,1,2
81,312,0.5,4,4,1,3
79,313,0.5,4,4,1,2
78,314,0.5,4,4,1,1
79,315,0.5,4,4,1,2
78,316,0.5,4,4,1,1
76,317,0.5,4,3,1,4
78,318,0.5,4,4,1,1
72,319,0.5,4,3,1,2
74,320,0.5,4,3,1,3
75,321,0.5,4,3,1,3
74,322,0.5,4,3,1,3
72,323,0.5,4,3,1,2
70,324,0.5,4,3,1,1
69,325,0.5,4,2,1,4
74,326,0.5,4,3,1,3
72,327,0.5,4,3,1,2
70,328,0.5,4,3,1,1
72,329,0.5,4,3,1,2
74,330,0.5,4,3,1,3
75,331,0.5,4,3,1,3
79,332,0.5,4,4,1,2
69,333,0.5,4,2,1,4
70,334,0.5,4,3,1,1
72,335,0.5,4,3,1,2
74,336,0.5,4,3,1,3
77,337,0.5,4,4,1,1
67,338,0.5,4,2,1,3
69,339,0.5,4,2,1,4
70,340,0.5,4,3,1,1
72,341,0.5,4,3,1,2
75,342,0.5,4,3,1,3
65,343,0.5,4,2,1,2
67,344,0.5,4,2,1,3
69,345,0.5,4,2,1,4
70,346,0.5,4,3,1,1
74,347,0.5,4,3,1,3
63,348,0.5,4,2,1,1
79,349,0.5,4,4,1,2
77,350,0.5,4,4,1,1
75,351,0.5,4,3,1,3
72,352,0.5,4,3,1,2
70,353,0.5,4,3,1,1
69,354,0.5,4,2,1,4
72,355,0.5,4,3,1,2
70,356,0.5,4,3,1,1
69,357,0.5,4,2,1,4
66,358,0.5,4,2,1,2
64,359,0.5,4,2,1,1
62,360,0.5,4,1,1,4
66,361,0.5,4,2,1,2
69,362,0.5,4,2,1,4
72,363,0.5,4,3,1,2
75,364,0.5,4,3,1,3
74,365,0.5,4,3,1,3
72,366,0.5,4,3,1,2
78,367,0.5,4,4,1,1
76,368,0.5,4,3,1,4
74,369,0.5,4,3,1,3
82,370,0.5,4,4,1,3
81,371,0.5,4,4,1,3
79,372,0.5,4,4,1,2
78,373,0.5,4,4,1,1
79,374,0.5,4,4,1,2
70,375,0.5,4,3,1,1
72,376,0.5,4,3,1,2
74,377,0.5,4,3,1,3
72,378,0.5,4,3,1,2
70,379,0.5,4,3,1,1
69,380,0.5,4,2,1,4
67,381,0.5,4,2,1,3
69,382,0.5,4,2,1,4
70,383,0.5,4,3,1,1
72,384,0.5,4,3,1,2
74,385,0.5,4,3,1,3
65,386,0.5,4,2,1,2
64,387,0.5,4,2,1,1
60,388,0.5,4,1,1,3
64,389,0.5,4,2,1,1
67,390,0.5,4,2,1,3
70,391,0.5,4,3,1,1
76,392,0.5,4,3,1,4
77,393,0.5,4,4,1,1
79,394,0.5,4,4,1,2
70,395,0.5,4,3,1,1
69,396,0.5,4,2,1,4
65,397,0.5,4,2,1,2
69,398,0.5,4,2,1,4
72,399,0.5,4,3,1,2
77,400,0.5,4,4,1,1
69,401,0.5,4,2,1,4
67,402,0.5,4,2,1,3
65,403,0.5,4,2,1,2
60,404,0.5,4,1,1,3
67,405,0.5,4,2,1,3
72,406,0.5,4,3,1,2
74,407,0.5,4,3,1,3
76,408,0.5,4,3,1,4
70,409,0.5,4,3,1,1
69,410,0.5,4,2,1,4
67,411,0.5,4,2,1,3
65,412,0.5,4,2,1,2
62,413,0.5,4,1,1,4
65,414,0.5,4,2,1,2
69,415,0.5,4,2,1,4
74,416,0.5,4,3,1,3
65,417,0.5,4,2,1,2
64,418,0.5,4,2,1,1
62,419,0.5,4,1,1,4
57,420,0.5,4,1,1,1
64,421,0.5,4,2,1,1
69,422,0.5,4,2,1,4
70,423,0.5,4,3,1,1
72,424,0.5,4,3,1,2
67,425,0.5,4,2,1,3
65,426,0.5,4,2,1,2
63,427,0.5,4,2,1,1
62,428,0.5,4,1,1,4
58,429,0.5,4,1,1,2
62,430,0.5,4,1,1,4
65,431,0.5,4,2,1,2
70,432,0.5,4,3,1,1
69,433,0.5,4,2,1,4
67,434,0.5,4,2,1,3
65,435,0.5,4,2,1,2
76,436,0.5,4,3,1,4
77,437,0.5,4,4,1,1
79,438,0.5,4,4,1,2
77,439,0.5,4,4,1,1
76,440,0.5,4,3,1,4
74,441,0.5,4,3,1,3
72,442,0.5,4,3,1,2
70,443,0.5,4,3,1,1
79,444,0.5,4,4,1,2
69,445,0.5,4,2,1,4
67,446,0.5,4,2,1,3
65,447,0.5,4,2,1,2
64,448,0.5,4,2,1,1
65,449,0.5,4,2,1,2
58,450,0.5,4,1,1,2
60,451,0.5,4,1,1,3
64,452,0.5,4,2,1,1
67,453,0.5,4,2,1,3
69,454,0.5,4,2,1,4
70,455,0.5,4,3,1,1
69,456,0.5,4,2,1,4
67,457,0.5,4,2,1,3
65,458,0.5,4,2,1,2
81,459,0.5,4,4,1,3
76,460,0.5,4,3,1,4
77,461,0.5,4,4,1,1
74,462,0.5,4,3,1,3
71,463,0.5,4,3,1,1
74,464,0.5,4,3,1,3
77,465,0.5,4,4,1,1
81,466,0.5,4,4,1,3
79,467,0.5,4,4,1,2
76,468,0.5,4,3,1,4
73,469,0.5,4,3,1,2
79,470,0.5,4,4,1,2
62,471,0.5,4,1,1,4
69,472,0.5,4,2,1,4
73,473,0.5,4,3,1,2
79,474,0.5,4,4,1,2
77,475,0.5,4,4,1,1
73,476,0.5,4,3,1,2
74,477,0.5,4,3,1,3
70,478,0.5,4,3,1,1
67,479,0.5,4,2,1,3
70,480,0.5,4,3,1,1
74,481,0.5,4,3,1,3
77,482,0.5,4,4,1,1
75,483,0.5,4,3,1,3
72,484,0.5,4,3,1,2
69,485,0.5,4,2,1,4
75,486,0.5,4,3,1,3
58,487,0.5,4,1,1,2
65,488,0.5,4,2,1,2
69,489,0.5,4,2,1,4
75,490,0.5,4,3,1,3
74,491,0.5,4,3,1,3
69,492,0.5,4,2,1,4
70,493,0.5,4,3,1,1
67,494,0.5,4,2,1,3
64,495,0.5,4,2,1,1
67,496,0.5,4,2,1,3
70,497,0.5,4,3,1,1
74,498,0.5,4,3,1,3
72,499,0.5,4,3,1,2
69,500,0.5,4,2,1,4
66,501,0.5,4,2,1,2
72,502,0.5,4,3,1,2
70,503,0.5,4,3,1,1
69,504,0.5,4,2,1,4
67,505,0.5,4,2,1,3
65,506,0.5,4,2,1,2
63,507,0.5,4,2,1,1
62,508,0.5,4,1,1,4
63,509,0.5,4,2,1,1
67,510,0.5,4,2,1,3
70,511,0.5,4,3,1,1
69,512,0.5,4,2,1,4
70,513,0.5,4,3,1,1
75,514,0.5,4,3,1,3
79,515,0.5,4,4,1,2
78,516,0.5,4,4,1,1
79,517,0.5,4,4,1,2
82,518,0.5,4,4,1,3
73,519,0.5,4,3,1,2
69,520,0.5,4,2,1,4
71,521,0.5,4,3,1,1
73,522,0.5,4,3,1,2
76,523,0.5,4,3,1,4
67,524,0.5,4,2,1,3
70,525,0.5,4,3,1,1
69,526,0.5,4,2,1,4
67,527,0.5,4,2,1,3
65,528,0.5,4,2,1,2
64,529,0.5,4,2,1,1
65,530,0.5,4,2,1,2
69,531,0.5,4,2,1,4
67,532,0.5,4,2,1,3
65,533,0.5,4,2,1,2
64,534,0.5,4,2,1,1
62,535,0.5,4,1,1,4
57,536,0.5,4,1,1,1
64,537,0.5,4,2,1,1
74,538,0.5,4,3,1,3
