pitch,start,duration,beat_type,string,position,finger
74,96,0.5,4,3,1,3
76,97,0.5,4,3,1,4
76,98,0.5,4,3,1,4
69,99,0.5,4,2,1,4
72,100,0.5,4,3,1,2
76,101,0.5,4,3,1,4
76,102,0.5,4,3,1,4
72,103,0.5,4,3,1,2
76,104,0.5,4,3,1,4
81,105,0.5,4,4,1,3
81,106,0.5,4,4,1,3
74,107,0.5,4,3,1,3
77,108,0.5,4,4,1,1
83,109,0.5,4,4,1,4
83,110,0.5,4,4,1,4
80,111,0.5,4,4,1,2
76,112,0.5,4,3,1,4
79,113,0.5,4,4,1,2
77,114,0.5,4,4,1,1
76,115,0.5,4,3,1,4
74,116,0.5,4,3,1,3
76,117,0.5,4,3,1,4
72,118,0.5,4,3,1,2
76,119,0.5,4,3,1,4
76,120,0.5,4,3,1,4
74,121,0.5,4,3,1,3
72,122,0.5,4,3,1,2
71,123,0.5,4,3,1,1
74,124,0.5,4,3,1,3
72,125,0.5,4,3,1,2
71,126,0.5,4,3,1,1
69,127,0.5,4,2,1,4
57,128,0.5,4,1,1,1
60,129,0.5,4,1,1,3
64,130,0.5,4,2,1,1
64,131,0.5,4,2,1,1
56,132,0.5,4,1,1,1
59,133,0.5,4,1,1,2
64,134,0.5,4,2,1,1
64,135,0.5,4,2,1,1
59,136,0.5,4,1,1,2
62,137,0.5,4,1,1,4
64,138,0.5,4,2,1,1
64,139,0.5,4,2,1,1
57,140,0.5,4,1,1,1
60,141,0.5,4,1,1,3
64,142,0.5,4,2,1,1
64,143,0.5,4,2,1,1
60,144,0.5,4,1,1,3
64,145,0.5,4,2,1,1
69,146,0.5,4,2,1,4
69,147,0.5,4,2,1,4
62,148,0.5,4,1,1,4
65,149,0.5,4,2,1,2
71,150,0.5,4,3,1,1
71,151,0.5,4,3,1,1
68,152,0.5,4,2,1,3
64,153,0.5,4,2,1,1
67,154,0.5,4,2,1,3
67,155,0.5,4,2,1,3
65,156,0.5,4,2,1,2
64,157,0.5,4,2,1,1
62,158,0.5,4,1,1,4
65,159,0.5,4,2,1,2
64,160,0.5,4,2,1,1
60,161,0.5,4,1,1,3
59,162,0.5,4,1,1,2
59,163,0.5,4,1,1,2
57,164,0.5,4,1,1,1
56,165,0.5,4,1,1,1
57,166,0.5,4,1,1,1
56,167,0.5,4,1,1,1
59,168,0.5,4,1,1,2
64,169,0.5,4,2,1,1
68,170,0.5,4,2,1,3
71,171,0.5,4,3,1,1
76,172,0.5,4,3,1,4
73,173,0.5,4,3,1,2
76,174,0.5,4,3,1,4
71,175,0.5,4,3,1,1
76,176,0.5,4,3,1,4
69,177,0.5,4,2,1,4
73,178,0.5,4,3,1,2
76,179,0.5,4,3,1,4
78,180,0.5,4,4,1,1
85,181,0.5,4,4,3,3
69,182,0.5,4,2,1,4
71,183,0.5,4,3,1,1
75,184,0.5,4,3,1,3
78,185,0.5,4,4,1,1
83,186,0.5,4,4,1,4
80,187,0.5,4,4,1,2
83,188,0.5,4,4,1,4
88,189,0.5,4,4,5,3
92,190,0.5,4,4,7,3
95,191,0.5,4,4,9,3
88,192,0.5,4,4,5,3
85,193,0.5,4,4,3,3
88,194,0.5,4,4,5,3
83,195,0.5,4,4,3,2
88,196,0.5,4,4,5,3
81,197,0.5,4,4,3,1
85,198,0.5,4,4,3,3
88,199,0.5,4,4,5,3
90,200,0.5,4,4,7,2
95,203,0.5,4,4,11,1
95,203,0.5,4,4,11,2
95,203,0.5,4,4,9,3
93,204,0.5,4,4,7,4
90,205,0.5,4,4,7,2
87,206,0.5,4,4,5,3
81,207,0.5,4,4,3,1
85,208,0.5,4,4,3,3
81,209,0.5,4,4,1,3
83,210,0.5,4,4,1,4
80,211,0.5,4,4,1,2
81,212,0.5,4,4,1,3
78,213,0.5,4,4,1,1
75,214,0.5,4,3,1,3
71,215,0.5,4,3,1,1
73,216,0.5,4,3,1,2
69,217,0.5,4,2,1,4
71,218,0.5,4,3,1,1
68,219,0.5,4,2,1,3
69,220,0.5,4,2,1,4
66,221,0.5,4,2,1,2
63,222,0.5,4,2,1,1
59,223,0.5,4,1,1,2
63,224,0.5,4,2,1,1
66,225,0.5,4,2,1,2
69,226,0.5,4,2,1,4
71,227,0.5,4,3,1,1
75,228,0.5,4,3,1,3
78,229,0.5,4,4,1,1
81,230,0.5,4,4,1,3
78,231,0.5,4,4,1,1
75,232,0.5,4,3,1,3
71,233,0.5,4,3,1,1
69,234,0.5,4,2,1,4
68,235,0.5,4,2,1,3
66,236,0.5,4,2,1,2
68,237,0.5,4,2,1,3
69,238,0.5,4,2,1,4
73,239,0.5,4,3,1,2
71,240,0.5,4,3,1,1
63,241,0.5,4,2,1,1
64,242,0.5,4,2,1,1
64,243,0.5,4,2,1,1
64,244,0.5,4,2,1,1
65,245,0.5,4,2,1,2
64,246,0.5,4,2,1,1
62,247,0.5,4,1,1,4
60,248,0.5,4,1,1,3
62,249,0.5,4,1,1,4
64,250,0.5,4,2,1,1
64,251,0.5,4,2,1,1
65,252,0.5,4,2,1,2
64,253,0.5,4,2,1,1
62,254,0.5,4,1,1,4
60,255,0.5,4,1,1,3
62,256,0.5,4,1,1,4
64,257,0.5,4,2,1,1
64,258,0.5,4,2,1,1
62,259,0.5,4,1,1,4
60,260,0.5,4,1,1,3
64,261,0.5,4,2,1,1
62,262,0.5,4,1,1,4
60,263,0.5,4,1,1,3
59,264,0.5,4,1,1,2
62,265,0.5,4,1,1,4
60,266,0.5,4,1,1,3
59,267,0.5,4,1,1,2
57,268,0.5,4,1,1,1
60,269,0.5,4,1,1,3
59,270,0.5,4,1,1,2
57,271,0.5,4,1,1,1
56,272,0.5,4,1,1,1
59,273,0.5,4,1,1,2
57,274,0.5,4,1,1,1
88,275,0.5,4,4,5,3
89,276,0.5,4,4,5,4
88,277,0.5,4,4,5,3
87,278,0.5,4,4,5,3
88,279,0.5,4,4,5,3
86,280,0.5,4,4,3,4
84,281,0.5,4,4,3,3
84,282,0.5,4,4,3,3
83,283,0.5,4,4,1,4
83,284,0.5,4,4,1,4
81,285,0.5,4,4,1,3
81,286,0.5,4,4,1,3
83,287,0.5,4,4,1,4
81,288,0.5,4,4,1,3
80,289,0.5,4,4,1,2
81,290,0.5,4,4,1,3
79,291,0.5,4,4,1,2
77,292,0.5,4,4,1,1
77,293,0.5,4,4,1,1
76,294,0.5,4,3,1,4
76,295,0.5,4,3,1,4
76,296,0.5,4,3,1,4
74,297,0.5,4,3,1,3
74,298,0.5,4,3,1,3
73,299,0.5,4,3,1,2
74,300,0.5,4,3,1,3
72,301,0.5,4,3,1,2
70,302,0.5,4,3,1,1
70,303,0.5,4,3,1,1
69,304,0.5,4,2,1,4
69,305,0.5,4,2,1,4
68,306,0.5,4,2,1,3
71,307,0.5,4,3,1,1
62,308,0.5,4,1,1,4
64,309,0.5,4,2,1,1
65,310,0.5,4,2,1,2
62,311,0.5,4,1,1,4
64,312,0.5,4,2,1,1
65,313,0.5,4,2,1,2
64,314,0.5,4,2,1,1
65,315,0.5,4,2,1,2
64,316,0.5,4,2,1,1
62,317,0.5,4,1,1,4
60,318,0.5,4,1,1,3
62,319,0.5,4,1,1,4
60,320,0.5,4,1,1,3
59,321,0.5,4,1,1,2
57,322,0.5,4,1,1,1
88,323,0.5,4,4,5,3
89,324,0.5,4,4,5,4
88,325,0.5,4,4,5,3
87,326,0.5,4,4,5,3
88,327,0.5,4,4,5,3
86,328,0.5,4,4,3,4
84,329,0.5,4,4,3,3
84,330,0.5,4,4,3,3
83,331,0.5,4,4,1,4
83,332,0.5,4,4,1,4
81,333,0.5,4,4,1,3
81,334,0.5,4,4,1,3
83,335,0.5,4,4,1,4
81,336,0.5,4,4,1,3
80,337,0.5,4,4,1,2
81,338,0.5,4,4,1,3
79,339,0.5,4,4,1,2
77,340,0.5,4,4,1,1
77,341,0.5,4,4,1,1
76,342,0.5,4,3,1,4
76,343,0.5,4,3,1,4
75,344,0.5,4,3,1,3
75,345,0.5,4,3,1,3
76,346,0.5,4,3,1,4
75,347,0.5,4,3,1,3
74,348,0.5,4,3,1,3
75,349,0.5,4,3,1,3
83,350,0.5,4,4,1,4
79,351,0.5,4,4,1,2
79,352,0.5,4,4,1,2
76,353,0.5,4,3,1,4
76,354,0.5,4,3,1,4
72,355,0.5,4,3,1,2
72,356,0.5,4,3,1,2
74,357,0.5,4,3,1,3
76,358,0.5,4,3,1,4
67,359,0.5,4,2,1,3
69,360,0.5,4,2,1,4
71,361,0.5,4,3,1,1
63,362,0.5,4,2,1,1
64,363,0.5,4,2,1,1
66,364,0.5,4,2,1,2
67,365,0.5,4,2,1,3
64,366,0.5,4,2,1,1
76,367,0.5,4,3,1,4
78,368,0.5,4,4,1,1
76,369,0.5,4,3,1,4
75,370,0.5,4,3,1,3
76,371,0.5,4,3,1,4
81,372,0.5,4,4,1,3
81,373,0.5,4,4,1,3
81,374,0.5,4,4,1,3
81,375,0.5,4,4,1,3
81,376,0.5,4,4,1,3
79,377,0.5,4,4,1,2
77,378,0.5,4,4,1,1
76,379,0.5,4,3,1,4
76,380,0.5,4,3,1,4
77,381,0.5,4,4,1,1
76,382,0.5,4,3,1,4
75,383,0.5,4,3,1,3
76,384,0.5,4,3,1,4
77,385,0.5,4,4,1,1
77,386,0.5,4,4,1,1
77,387,0.5,4,4,1,1
77,388,0.5,4,4,1,1
77,389,0.5,4,4,1,1
76,390,0.5,4,3,1,4
74,391,0.5,4,3,1,3
72,392,0.5,4,3,1,2
72,393,0.5,4,3,1,2
74,394,0.5,4,3,1,3
72,395,0.5,4,3,1,2
71,396,0.5,4,3,1,1
72,397,0.5,4,3,1,2
76,398,0.5,4,3,1,4
76,399,0.5,4,3,1,4
76,400,0.5,4,3,1,4
76,401,0.5,4,3,1,4
76,402,0.5,4,3,1,4
74,403,0.5,4,3,1,3
72,404,0.5,4,3,1,2
67,405,0.5,4,2,1,3
64,406,0.5,4,2,1,1
65,407,0.5,4,2,1,2
67,408,0.5,4,2,1,3
69,409,0.5,4,2,1,4
65,410,0.5,4,2,1,2
69,411,0.5,4,2,1,4
74,412,0.5,4,3,1,3
77,413,0.5,4,4,1,1
81,414,0.5,4,4,1,3
59,415,0.5,4,1,1,2
65,416,0.5,4,2,1,2
65,417,0.5,4,2,1,2
64,418,0.5,4,2,1,1
76,419,0.5,4,3,1,4
77,420,0.5,4,4,1,1
76,421,0.5,4,3,1,4
75,422,0.5,4,3,1,3
76,423,0.5,4,3,1,4
81,424,0.5,4,4,1,3
81,425,0.5,4,4,1,3
81,426,0.5,4,4,1,3
81,427,0.5,4,4,1,3
81,428,0.5,4,4,1,3
79,429,0.5,4,4,1,2
78,430,0.5,4,4,1,1
76,431,0.5,4,3,1,4
76,432,0.5,4,3,1,4
78,433,0.5,4,4,1,1
76,434,0.5,4,3,1,4
75,435,0.5,4,3,1,3
76,436,0.5,4,3,1,4
77,437,0.5,4,4,1,1
77,438,0.5,4,4,1,1
77,439,0.5,4,4,1,1
77,440,0.5,4,4,1,1
77,441,0.5,4,4,1,1
76,442,0.5,4,3,1,4
74,443,0.5,4,3,1,3
72,444,0.5,4,3,1,2
72,445,0.5,4,3,1,2
74,446,0.5,4,3,1,3
72,447,0.5,4,3,1,2
71,448,0.5,4,3,1,1
72,449,0.5,4,3,1,2
76,450,0.5,4,3,1,4
76,451,0.5,4,3,1,4
76,452,0.5,4,3,1,4
76,453,0.5,4,3,1,4
76,454,0.5,4,3,1,4
74,455,0.5,4,3,1,3
72,456,0.5,4,3,1,2
67,457,0.5,4,2,1,3
76,458,0.5,4,3,1,4
77,459,0.5,4,4,1,1
79,460,0.5,4,4,1,2
81,461,0.5,4,4,1,3
77,462,0.5,4,4,1,1
81,463,0.5,4,4,1,3
86,464,0.5,4,4,3,4
89,465,0.5,4,4,5,4
93,466,0.5,4,4,7,4
59,467,0.5,4,1,1,2
59,468,0.5,4,1,1,2
60,469,0.5,4,1,1,3
79,470,0.5,4,4,1,2
79,471,0.5,4,4,1,2
81,472,0.5,4,4,1,3
83,473,0.5,4,4,1,4
81,474,0.5,4,4,1,3
79,475,0.5,4,4,1,2
76,476,0.5,4,3,1,4
76,477,0.5,4,3,1,4
77,478,0.5,4,4,1,1
76,479,0.5,4,3,1,4
72,480,0.5,4,3,1,2
72,481,0.5,4,3,1,2
74,482,0.5,4,3,1,3
72,483,0.5,4,3,1,2
64,484,0.5,4,2,1,1
65,485,0.5,4,2,1,2
67,486,0.5,4,2,1,3
64,487,0.5,4,2,1,1
65,488,0.5,4,2,1,2
74,490,0.5,4,1,11,1
74,490,0.5,4,3,1,3
74,491,0.5,4,3,1,3
76,492,0.5,4,3,1,4
74,493,0.5,4,3,1,3
71,494,0.5,4,3,1,1
71,495,0.5,4,3,1,1
72,496,0.5,4,3,1,2
71,497,0.5,4,3,1,1
71,498,0.5,4,3,1,1
74,499,0.5,4,3,1,3
77,500,0.5,4,4,1,1
81,501,0.5,4,4,1,3
71,502,0.5,4,3,1,1
74,503,0.5,4,3,1,3
78,504,0.5,4,4,1,1
81,505,0.5,4,4,1,3
71,506,0.5,4,3,1,1
74,507,0.5,4,3,1,3
77,508,0.5,4,4,1,1
81,509,0.5,4,4,1,3
79,510,0.5,4,4,1,2
77,511,0.5,4,4,1,1
76,512,0.5,4,3,1,4
60,514,0.5,4,1,3,1
60,514,0.5,4,1,1,3
79,515,0.5,4,4,1,2
79,516,0.5,4,4,1,2
81,517,0.5,4,4,1,3
83,518,0.5,4,4,1,4
81,519,0.5,4,4,1,3
79,520,0.5,4,4,1,2
76,521,0.5,4,3,1,4
76,522,0.5,4,3,1,4
77,523,0.5,4,4,1,1
76,524,0.5,4,3,1,4
72,525,0.5,4,3,1,2
72,526,0.5,4,3,1,2
74,527,0.5,4,3,1,3
72,528,0.5,4,3,1,2
64,529,0.5,4,2,1,1
65,530,0.5,4,2,1,2
67,531,0.5,4,2,1,3
64,532,0.5,4,2,1,1
65,533,0.5,4,2,1,2
56,534,0.5,4,1,1,1
74,535,0.5,4,3,1,3
74,536,0.5,4,3,1,3
76,537,0.5,4,3,1,4
74,538,0.5,4,3,1,3
71,539,0.5,4,3,1,1
71,540,0.5,4,3,1,1
74,541,0.5,4,3,1,3
72,542,0.5,4,3,1,2
64,543,0.5,4,2,1,1
69,544,0.5,4,2,1,4
72,545,0.5,4,3,1,2
76,546,0.5,4,3,1,4
72,547,0.5,4,3,1,2
76,548,0.5,4,3,1,4
81,549,0.5,4,4,1,3
84,550,0.5,4,4,3,3
63,551,0.5,4,2,1,1
63,552,0.5,4,2,1,1
64,553,0.5,4,2,1,1
64,554,0.5,4,2,1,1
66,555,0.5,4,2,1,2
68,556,0.5,4,2,1,3
69,557,0.5,4,2,1,4
71,558,0.5,4,3,1,1
73,559,0.5,4,3,1,2
75,560,0.5,4,3,1,3
76,561,0.5,4,3,1,4
78,562,0.5,4,4,1,1
80,563,0.5,4,4,1,2
81,564,0.5,4,4,1,3
83,565,0.5,4,4,1,4
85,566,0.5,4,4,3,3
87,567,0.5,4,4,5,3
88,568,0.5,4,4,5,3
64,569,0.5,4,2,1,1
65,570,0.5,4,2,1,2
64,571,0.5,4,2,1,1
65,572,0.5,4,2,1,2
62,573,0.5,4,1,1,4
59,574,0.5,4,1,1,2
62,575,0.5,4,1,1,4
65,576,0.5,4,2,1,2
69,577,0.5,4,2,1,4
71,578,0.5,4,3,1,1
74,579,0.5,4,3,1,3
77,580,0.5,4,4,1,1
81,581,0.5,4,4,1,3
77,582,0.5,4,4,1,1
76,583,0.5,4,3,1,4
77,584,0.5,4,4,1,1
74,585,0.5,4,3,1,3
71,586,0.5,4,3,1,1
74,587,0.5,4,3,1,3
77,588,0.5,4,4,1,1
81,589,0.5,4,4,1,3
83,590,0.5,4,4,1,4
86,591,0.5,4,4,3,4
89,592,0.5,4,4,5,4
93,593,0.5,4,4,7,4
92,594,0.5,4,4,7,3
64,595,0.5,4,2,1,1
66,596,0.5,4,2,1,2
68,597,0.5,4,2,1,3
69,598,0.5,4,2,1,4
71,599,0.5,4,3,1,1
73,600,0.5,4,3,1,2
75,601,0.5,4,3,1,3
76,602,0.5,4,3,1,4
78,603,0.5,4,4,1,1
80,604,0.5,4,4,1,2
75,605,0.5,4,3,1,3
76,606,0.5,4,3,1,4
78,607,0.5,4,4,1,1
80,608,0.5,4,4,1,2
81,609,0.5,4,4,1,3
83,610,0.5,4,4,1,4
85,611,0.5,4,4,3,3
87,612,0.5,4,4,5,3
88,613,0.5,4,4,5,3
64,614,0.5,4,2,1,1
65,615,0.5,4,2,1,2
64,616,0.5,4,2,1,1
65,617,0.5,4,2,1,2
62,618,0.5,4,1,1,4
59,619,0.5,4,1,1,2
62,620,0.5,4,1,1,4
65,621,0.5,4,2,1,2
69,622,0.5,4,2,1,4
71,623,0.5,4,3,1,1
74,624,0.5,4,3,1,3
77,625,0.5,4,4,1,1
81,626,0.5,4,4,1,3
77,627,0.5,4,4,1,1
76,628,0.5,4,3,1,4
77,629,0.5,4,4,1,1
74,630,0.5,4,3,1,3
71,631,0.5,4,3,1,1
74,632,0.5,4,3,1,3
77,633,0.5,4,4,1,1
81,634,0.5,4,4,1,3
83,635,0.5,4,4,1,4
86,636,0.5,4,4,3,4
89,637,0.5,4,4,5,4
93,638,0.5,4,4,7,4
92,639,0.5,4,4,7,3
88,640,0.5,4,4,7,1
92,641,0.5,4,4,7,3
83,642,0.5,4,4,3,2
88,643,0.5,4,4,5,3
84,644,0.5,4,4,5,1
88,645,0.5,4,4,5,3
81,646,0.5,4,4,3,1
84,647,0.5,4,4,3,3
76,648,0.5,4,3,1,4
81,649,0.5,4,4,1,3
80,650,0.5,4,4,1,2
83,651,0.5,4,4,1,4
76,652,0.5,4,3,1,4
80,653,0.5,4,4,1,2
71,654,0.5,4,3,1,1
76,655,0.5,4,3,1,4
75,656,0.5,4,3,1,3
78,657,0.5,4,4,1,1
83,658,0.5,4,4,1,4
87,659,0.5,4,4,5,3
90,660,0.5,4,4,7,2
95,661,0.5,4,4,9,3
92,662,0.5,4,4,7,3
95,663,0.5,4,4,9,3
88,664,0.5,4,4,5,3
92,665,0.5,4,4,7,3
83,666,0.5,4,4,3,2
88,667,0.5,4,4,5,3
84,668,0.5,4,4,5,1
88,669,0.5,4,4,5,3
81,670,0.5,4,4,3,1
84,671,0.5,4,4,3,3
76,672,0.5,4,3,1,4
81,673,0.5,4,4,1,3
80,674,0.5,4,4,1,2
83,675,0.5,4,4,1,4
76,676,0.5,4,3,1,4
80,677,0.5,4,4,1,2
71,678,0.5,4,3,1,1
76,679,0.5,4,3,1,4
75,680,0.5,4,3,1,3
78,681,0.5,4,4,1,1
83,682,0.5,4,4,1,4
87,683,0.5,4,4,5,3
90,684,0.5,4,4,7,2
95,685,0.5,4,4,9,3
92,686,0.5,4,4,7,3
95,687,0.5,4,4,9,3
88,688,0.5,4,4,5,3
92,689,0.5,4,4,7,3
83,690,0.5,4,4,3,2
92,691,0.5,4,4,7,3
88,692,0.5,4,4,7,1
92,693,0.5,4,4,7,3
83,694,0.5,4,4,3,2
88,695,0.5,4,4,5,3
80,696,0.5,4,4,3,1
88,697,0.5,4,4,5,3
83,698,0.5,4,4,3,2
88,699,0.5,4,4,5,3
80,700,0.5,4,4,1,2
83,701,0.5,4,4,1,4
76,702,0.5,4,3,1,4
83,703,0.5,4,4,1,4
80,704,0.5,4,4,1,2
83,705,0.5,4,4,1,4
76,706,0.5,4,3,1,4
80,707,0.5,4,4,1,2
71,708,0.5,4,3,1,1
80,709,0.5,4,4,1,2
76,710,0.5,4,3,1,4
80,711,0.5,4,4,1,2
71,712,0.5,4,3,1,1
76,713,0.5,4,3,1,4
68,714,0.5,4,2,1,3
76,715,0.5,4,3,1,4
71,716,0.5,4,3,1,1
76,717,0.5,4,3,1,4
68,718,0.5,4,2,1,3
71,719,0.5,4,3,1,1
64,720,0.5,4,2,1,1
76,721,0.5,4,3,1,4
71,722,0.5,4,3,1,1
76,722,0.5,4,4,1,0
68,723,0.5,4,2,1,3
64,724,0.5,4,2,1,1
71,724,0.5,4,3,1,2
76,725,0.5,4,3,1,4
71,726,0.5,4,3,1,1
76,727,0.5,4,3,1,4
68,728,0.5,4,2,1,3
71,728,0.5,4,3,1,1
64,729,0.5,4,2,1,1
76,730,0.5,4,3,1,4
64,731,0.5,4,2,1,1
64,732,0.5,4,2,1,1
64,733,0.5,4,2,1,1
63,734,0.5,4,2,1,1
63,735,0.5,4,2,1,1
64,736,0.5,4,2,1,1
66,737,0.5,4,2,1,2
68,738,0.5,4,2,1,3
69,739,0.5,4,2,1,4
71,740,0.5,4,3,1,1
72,741,0.5,4,3,1,2
74,742,0.5,4,3,1,3
76,743,0.5,4,3,1,4
78,744,0.5,4,4,1,1
80,745,0.5,4,4,1,2
81,746,0.5,4,4,1,3
83,747,0.5,4,4,1,4
84,748,0.5,4,4,3,3
86,749,0.5,4,4,3,4
88,750,0.5,4,4,5,3
87,751,0.5,4,4,5,3
88,752,0.5,4,4,5,3
86,753,0.5,4,4,3,4
84,754,0.5,4,4,3,3
84,755,0.5,4,4,3,3
83,756,0.5,4,4,1,4
83,757,0.5,4,4,1,4
81,758,0.5,4,4,1,3
81,759,0.5,4,4,1,3
83,760,0.5,4,4,1,4
81,761,0.5,4,4,1,3
80,762,0.5,4,4,1,2
81,763,0.5,4,4,1,3
79,764,0.5,4,4,1,2
77,765,0.5,4,4,1,1
77,766,0.5,4,4,1,1
76,767,0.5,4,3,1,4
76,768,0.5,4,3,1,4
74,769,0.5,4,3,1,3
74,770,0.5,4,3,1,3
76,771,0.5,4,3,1,4
74,772,0.5,4,3,1,3
73,773,0.5,4,3,1,2
74,774,0.5,4,3,1,3
72,775,0.5,4,3,1,2
70,776,0.5,4,3,1,1
70,777,0.5,4,3,1,1
69,778,0.5,4,2,1,4
69,779,0.5,4,2,1,4
68,780,0.5,4,2,1,3
71,781,0.5,4,3,1,1
62,782,0.5,4,1,1,4
64,783,0.5,4,2,1,1
65,784,0.5,4,2,1,2
62,785,0.5,4,1,1,4
64,786,0.5,4,2,1,1
65,787,0.5,4,2,1,2
64,788,0.5,4,2,1,1
65,789,0.5,4,2,1,2
64,790,0.5,4,2,1,1
62,791,0.5,4,1,1,4
60,792,0.5,4,1,1,3
62,793,0.5,4,1,1,4
60,794,0.5,4,1,1,3
59,795,0.5,4,1,1,2
57,796,0.5,4,1,1,1
88,797,0.5,4,4,5,3
89,798,0.5,4,4,5,4
88,799,0.5,4,4,5,3
87,800,0.5,4,4,5,3
88,801,0.5,4,4,5,3
86,802,0.5,4,4,3,4
84,803,0.5,4,4,3,3
84,804,0.5,4,4,3,3
83,805,0.5,4,4,1,4
83,806,0.5,4,4,1,4
81,807,0.5,4,4,1,3
81,808,0.5,4,4,1,3
83,809,0.5,4,4,1,4
81,810,0.5,4,4,1,3
80,811,0.5,4,4,1,2
81,812,0.5,4,4,1,3
79,813,0.5,4,4,1,2
77,814,0.5,4,4,1,1
77,815,0.5,4,4,1,1
76,816,0.5,4,3,1,4
76,817,0.5,4,3,1,4
74,818,0.5,4,3,1,3
74,819,0.5,4,3,1,3
76,820,0.5,4,3,1,4
74,821,0.5,4,3,1,3
73,822,0.5,4,3,1,2
74,823,0.5,4,3,1,3
72,824,0.5,4,3,1,2
70,825,0.5,4,3,1,1
70,826,0.5,4,3,1,1
69,827,0.5,4,2,1,4
64,828,0.5,4,2,1,1
69,829,0.5,4,2,1,4
72,830,0.5,4,3,1,2
76,831,0.5,4,3,1,4
74,832,0.5,4,3,1,3
77,833,0.5,4,4,1,1
81,834,0.5,4,4,1,3
84,835,0.5,4,4,3,3
64,836,0.5,4,2,1,1
69,837,0.5,4,2,1,4
72,838,0.5,4,3,1,2
76,839,0.5,4,3,1,4
74,840,0.5,4,3,1,3
77,841,0.5,4,4,1,1
81,842,0.5,4,4,1,3
84,843,0.5,4,4,3,3
64,844,0.5,4,2,1,1
69,845,0.5,4,2,1,4
72,846,0.5,4,3,1,2
76,847,0.5,4,3,1,4
66,848,0.5,4,2,1,2
78,849,0.5,4,4,1,1
68,850,0.5,4,2,1,3
72,851,0.5,4,3,1,2
76,852,0.5,4,3,1,4
80,853,0.5,4,4,1,2
69,854,0.5,4,2,1,4
81,855,0.5,4,4,1,3
70,856,0.5,4,3,1,1
82,857,0.5,4,4,1,3
71,858,0.5,4,3,1,1
83,859,0.5,4,4,1,4
72,860,0.5,4,3,1,2
84,861,0.5,4,4,3,3
73,862,0.5,4,3,3,1
85,863,0.5,4,4,3,3
74,864,0.5,4,3,3,1
86,865,0.5,4,4,3,4
75,866,0.5,4,3,3,2
87,867,0.5,4,4,5,3
88,868,0.5,4,4,5,3
